school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name
Kentucky,1984,12,9,3,0,,19,8.5,10.3,30.5,21.6,Jerry,Claiborne
Kentucky,1985,11,5,6,0,,,2.8,4.6,24,20,Jerry,Claiborne
Kentucky,1986,11,5,5,1,,,3.1,3.7,25.4,22.5,Jerry,Claiborne
Kentucky,1987,11,5,6,0,,,8.6,9.4,28.7,19.9,Jerry,Claiborne
Kentucky,1988,11,5,6,0,,,3.1,10.1,28.1,18.9,Jerry,Claiborne
Kentucky,1989,11,6,5,0,,,1.1,-0.7,23.5,24.1,Jerry,Claiborne
Washington State,1964,10,3,6,1,,,-2.2,,,,Bert,Clark
Washington State,1965,10,7,3,0,,,3.4,,,,Bert,Clark
Washington State,1966,10,3,7,0,,,-5.9,,,,Bert,Clark
Washington State,1967,10,2,8,0,,,-5.8,,,,Bert,Clark
UAB,2014,12,6,6,0,,,0.5,-4.2,26,32.8,Bill,Clark
UAB,2017,13,8,5,0,,,-13.6,,,,Bill,Clark
UAB,2018,14,11,3,0,,,0.6,-0.3,24.1,24.4,Bill,Clark
UAB,2019,14,9,5,0,,,-7.9,-1.4,18.3,20.2,Bill,Clark
UAB,2020,0,0,0,0,,,4.1,6.3,24.7,18.7,Bill,Clark
USC,1957,10,1,9,0,19,,-3.5,,,,Don,Clark
USC,1958,10,4,5,1,,,8.2,,,,Don,Clark
USC,1959,10,8,2,0,,14,15.2,,,,Don,Clark
Kansas,1921,7,4,3,0,,,6.7,,,,Potsy,Clark
Kansas,1922,8,3,4,1,,,7.6,,,,Potsy,Clark
Kansas,1923,8,5,0,3,,,14.7,,,,Potsy,Clark
Kansas,1924,8,2,5,1,,,5.1,,,,Potsy,Clark
Kansas,1925,8,2,5,1,,,2.1,,,,Potsy,Clark
Nebraska,1945,9,4,5,0,,,-12,,,,Potsy,Clark
Nebraska,1948,10,2,8,0,,,-11.3,,,,Potsy,Clark
Appalachian State,2019,1,1,0,0,,19,11.5,11.3,34.3,23.2,Shawn,Clark
Appalachian State,2020,0,0,0,0,,,8,10.3,33,22.6,Shawn,Clark
New Mexico,1956,10,4,6,0,,,-22.4,,,,Dick,Clausen
New Mexico,1957,10,4,6,0,,,-16.7,,,,Dick,Clausen
Bowling Green,2009,13,7,6,0,,,-5.6,-3.3,27.6,29,Dave,Clawson
Bowling Green,2010,12,2,10,0,,,-20.2,-23.5,14.2,35.1,Dave,Clawson
Bowling Green,2011,12,5,7,0,,,-9.1,-2,26.6,28.5,Dave,Clawson
Bowling Green,2012,13,8,5,0,,,-5.3,-4,20.7,21.7,Dave,Clawson
Bowling Green,2013,14,10,4,0,,,5.3,9.8,33.8,24.6,Dave,Clawson
Wake Forest,2014,12,3,9,0,,,-10.8,-7.8,13.1,22.6,Dave,Clawson
Wake Forest,2015,12,3,9,0,,,-3.5,-4.5,19.8,25.2,Dave,Clawson
Wake Forest,2016,13,7,6,0,,,0.2,-0.6,21.5,22.9,Dave,Clawson
Wake Forest,2017,13,8,5,0,,,13.8,10.5,35.7,25.1,Dave,Clawson
Wake Forest,2018,13,7,6,0,,,0.8,3.6,31.2,28.1,Dave,Clawson
Wake Forest,2019,13,8,5,0,,,0.6,2,29.4,28.6,Dave,Clawson
Wake Forest,2020,0,0,0,0,,,,,,,Dave,Clawson
Tennessee,1911,9,3,4,2,,,-20,,,,Zora,Clevenger
Tennessee,1912,8,4,4,0,,,-30.1,,,,Zora,Clevenger
Tennessee,1913,9,6,3,0,,,-6.9,,,,Zora,Clevenger
Tennessee,1914,9,9,0,0,,,5.1,,,,Zora,Clevenger
Tennessee,1915,8,4,4,0,,,-14.7,,,,Zora,Clevenger
Kansas State,1916,8,6,1,1,,,-8.9,,,,Zora,Clevenger
Kansas State,1917,8,6,2,0,,,7.6,,,,Zora,Clevenger
Kansas State,1918,5,4,1,0,,,,,,,Zora,Clevenger
Kansas State,1919,9,3,5,1,,,-2.7,,,,Zora,Clevenger
Wisconsin,1967,10,0,9,1,,,-8,,,,John,Coatta
Wisconsin,1968,10,0,10,0,,,-10.9,,,,John,Coatta
Wisconsin,1969,10,3,7,0,,,-4.7,,,,John,Coatta
Clemson,1905,6,3,2,1,,,0.1,,,,Eddie,Cochems
Saint Louis,1907,10,7,3,0,,,20.9,,,,Eddie,Cochems
Saint Louis,1908,10,6,2,2,,,0.5,,,,Eddie,Cochems
Navy,1900,9,6,3,0,,,2.8,,,,Garrett,Cochran
Princeton,1902,9,8,1,0,,,21.8,,,,Garrett,Cochran
Minnesota,1894,4,3,1,0,,,,,,,Tom,Cochrane
Clemson,1927,9,5,3,1,,,-7.1,,,,Josh,Cody
Clemson,1928,11,8,3,0,,,1.2,,,,Josh,Cody
Clemson,1929,11,8,3,0,,,-4.8,,,,Josh,Cody
Clemson,1930,10,8,2,0,,,0.9,,,,Josh,Cody
Florida,1936,10,4,6,0,,,-4.4,,,,Josh,Cody
Florida,1937,11,4,7,0,,,1.8,,,,Josh,Cody
Florida,1938,11,4,6,1,,,-10.7,,,,Josh,Cody
Florida,1939,11,5,5,1,,,5.3,,,,Josh,Cody
Wake Forest,1928,10,2,6,2,,,-28.8,,,,Stanley,Cofall
Virginia Tech,1971,11,4,7,0,,,-1.9,-4.7,27,31.7,Charles,Coffey
Virginia Tech,1972,11,6,4,1,,,7.9,8.6,34.7,28,Charles,Coffey
Virginia Tech,1973,11,2,9,0,,,-8.6,-12.4,28.7,37.9,Charles,Coffey
LSU,1928,9,6,2,1,,,7.4,,,,Russ,Cohen
LSU,1929,9,6,3,0,,,-9.9,,,,Russ,Cohen
LSU,1930,10,6,4,0,,,-0.4,,,,Russ,Cohen
LSU,1931,9,5,4,0,,,2.3,,,,Russ,Cohen
Miami,2001,12,12,0,0,2,1,32.4,35.5,47,13.5,Larry,Coker
Miami,2002,13,12,1,0,1,2,24.4,28.7,46.8,21.3,Larry,Coker
Miami,2003,13,11,2,0,3,5,16.6,22.9,36.2,14.4,Larry,Coker
Miami,2004,12,9,3,0,6,11,21.9,26.8,41.3,16.5,Larry,Coker
Miami,2005,12,9,3,0,9,17,15.9,26,33,7,Larry,Coker
Miami,2006,13,7,6,0,12,,2.8,13.9,23.6,9.3,Larry,Coker
UT San Antonio,2012,12,8,4,0,,,-15,-20.1,23.5,42.4,Larry,Coker
UT San Antonio,2013,12,7,5,0,,,-6,-6.6,25.9,30.3,Larry,Coker
UT San Antonio,2014,12,4,8,0,,,-12.8,-3.4,16.6,22.1,Larry,Coker
UT San Antonio,2015,12,3,9,0,,,-18.9,-17.7,19.3,36.6,Larry,Coker
Arkansas,1942,10,3,7,0,,,-8.2,,,,George,Cole
Nebraska,1907,10,8,2,0,,,3.3,,,,King,Cole
Nebraska,1908,10,7,2,1,,,-4.2,,,,King,Cole
Nebraska,1909,8,3,3,2,,,0.8,,,,King,Cole
Nebraska,1910,8,7,1,0,,,12,,,,King,Cole
Virginia,1905,9,5,4,0,,,-18.4,,,,William,Cole
Virginia,1919,9,2,5,2,,,-8.9,,,,Harris,Coleman
New Mexico State,1951,10,1,9,0,,,-49.4,,,,Joe,Coleman
New Mexico State,1952,9,2,6,1,,,-37.4,,,,Joe,Coleman
Cal State Fullerton,1975,11,2,9,0,,,-23.6,-17.8,23.4,38.7,Jim,Colletto
Cal State Fullerton,1976,11,3,7,1,,,-24.4,-23.5,7.3,30.9,Jim,Colletto
Cal State Fullerton,1977,11,4,7,0,,,-15.4,-16.9,25.9,39.7,Jim,Colletto
Cal State Fullerton,1978,12,5,7,0,,,-3.2,-8.5,26.8,34,Jim,Colletto
Cal State Fullerton,1979,11,3,8,0,,,-13.9,-17,14.5,31.1,Jim,Colletto
Purdue,1991,11,4,7,0,,,-1.3,0.3,27.4,27.4,Jim,Colletto
Purdue,1992,11,4,7,0,,,-0.3,-0.7,26.2,27.1,Jim,Colletto
Purdue,1993,11,1,10,0,,,-2.8,-2.8,29.2,32.1,Jim,Colletto
Purdue,1994,11,4,5,2,,,6.2,9,40.8,34.4,Jim,Colletto
Purdue,1995,11,4,6,1,,,11.7,11.9,35.7,25.6,Jim,Colletto
Purdue,1996,11,3,8,0,,,-1.7,-0.3,28.8,29,Jim,Colletto
Kentucky,1954,10,7,3,0,,,8.4,,,,Blanton,Collier
Kentucky,1955,10,6,3,1,,,11.1,,,,Blanton,Collier
Kentucky,1956,10,6,4,0,,,11.6,,,,Blanton,Collier
Kentucky,1957,10,3,7,0,20,,6.5,,,,Blanton,Collier
Kentucky,1958,10,5,4,1,,,8.2,,,,Blanton,Collier
Kentucky,1959,10,4,6,0,,,13.9,,,,Blanton,Collier
Kentucky,1960,10,5,4,1,,,14.5,,,,Blanton,Collier
Kentucky,1961,10,5,5,0,,,7.9,,,,Blanton,Collier
UTEP,1957,9,6,3,0,,,-4.3,,,,Ben,Collins
UTEP,1958,9,2,7,0,,,-12.3,,,,Ben,Collins
UTEP,1959,10,3,7,0,,,-11.3,,,,Ben,Collins
UTEP,1960,10,4,5,1,,,-9.3,,,,Ben,Collins
UTEP,1961,10,3,7,0,,,-18.7,,,,Ben,Collins
Southern Mississippi,1975,11,7,4,0,,,13.5,21.4,33.2,12.3,Bobby,Collins
Southern Mississippi,1976,11,2,9,0,,,-4.9,1.5,24.9,23.8,Bobby,Collins
Southern Mississippi,1977,12,6,6,0,,,-0.3,8.2,25.6,18.3,Bobby,Collins
Southern Mississippi,1978,11,7,4,0,,,4.1,12.8,27.8,15.3,Bobby,Collins
Southern Mississippi,1979,11,6,4,1,,,8.8,12.2,25.9,14.2,Bobby,Collins
Southern Mississippi,1980,12,9,3,0,,,7.8,11.2,28.8,18.7,Bobby,Collins
Southern Mississippi,1981,12,9,2,1,,,16.6,20.2,29.9,10.8,Bobby,Collins
SMU,1982,12,11,0,1,6,2,14.2,14.7,32.6,19,Bobby,Collins
SMU,1983,12,10,2,0,19,12,7.5,9.4,24.7,16,Bobby,Collins
SMU,1984,12,10,2,0,15,8,11,15.4,34.2,20,Bobby,Collins
SMU,1985,11,6,5,0,3,,9,11.4,32.2,22,Bobby,Collins
SMU,1986,11,6,5,0,,,0.7,4.4,30.7,28,Bobby,Collins
North Carolina,1926,9,4,5,0,,,-8.7,,,,Chuck,Collins
North Carolina,1927,10,4,6,0,,,-6.2,,,,Chuck,Collins
North Carolina,1928,10,5,3,2,,,-1.6,,,,Chuck,Collins
North Carolina,1929,10,9,1,0,,,14.1,,,,Chuck,Collins
North Carolina,1930,10,5,3,2,,,0,,,,Chuck,Collins
North Carolina,1931,10,4,3,3,,,1.5,,,,Chuck,Collins
North Carolina,1932,10,3,5,2,,,-3.2,,,,Chuck,Collins
North Carolina,1933,9,4,5,0,,,-3.6,,,,Chuck,Collins
Temple,2017,13,7,6,0,,,-1.6,0.5,25.1,24.1,Geoff,Collins
Temple,2018,12,8,4,0,,,3.7,2.9,28.1,23.9,Geoff,Collins
Georgia Tech,2019,12,3,9,0,,,-10.8,-12,18.8,28.9,Geoff,Collins
Georgia Tech,2020,0,0,0,0,,,,,,,Geoff,Collins
Louisiana Monroe,2002,9,3,6,0,,,-17.5,-19,27.4,42.2,Mike,Collins
Louisiana Monroe,1981,11,5,6,0,,,2.5,2.6,27,25,Pat,Collins
Princeton,1957,9,7,2,0,,,-6.1,,,,Richard,Colman
Princeton,1958,9,6,3,0,,,-16.3,,,,Richard,Colman
Princeton,1959,9,4,5,0,,,-17.8,,,,Richard,Colman
Princeton,1960,9,7,2,0,,,-8.3,,,,Richard,Colman
Princeton,1961,9,5,4,0,,,-16.8,,,,Richard,Colman
Princeton,1962,9,5,4,0,,,-24.2,,,,Richard,Colman
Princeton,1963,9,7,2,0,,,4.7,,,,Richard,Colman
Princeton,1964,9,9,0,0,,,4,,,,Richard,Colman
Princeton,1965,9,8,1,0,,,5.9,,,,Richard,Colman
Princeton,1966,9,7,2,0,,,-10.2,,,,Richard,Colman
Princeton,1967,9,6,3,0,,,-13.4,,,,Richard,Colman
Princeton,1968,9,4,5,0,,,-12.3,,,,Richard,Colman
Iowa,1974,11,3,8,0,,,-2.4,-3.2,24.2,27.6,Bob,Commings
Iowa,1975,11,3,8,0,,,-2.4,-8,22,29.4,Bob,Commings
Iowa,1976,11,5,6,0,,,1.7,-6.7,18.3,24.8,Bob,Commings
Iowa,1977,11,4,7,0,,,2.5,-0.4,21.8,22,Bob,Commings
Iowa,1978,11,2,9,0,,,-8.3,-13.8,16.5,29,Bob,Commings
Rice,1972,11,5,5,1,,,6.7,7.1,26.8,20.6,Al,Conover
Rice,1973,11,5,6,0,,,5.1,6.4,23.3,17.7,Al,Conover
Rice,1974,11,2,8,1,,,0.8,-1.8,16.8,18.8,Al,Conover
Rice,1975,11,2,9,0,,,0.7,-5.7,20.7,26.4,Al,Conover
Virginia,1908,8,7,0,1,,,3.5,,,,M.T.,Cooke
Tulsa,1977,11,3,8,0,,,-20,-21.7,23.3,40.8,John,Cooper
Tulsa,1978,11,9,2,0,,,2.5,7.7,30.4,24.1,John,Cooper
Tulsa,1979,11,6,5,0,,,-3.3,-9.7,18.3,27.4,John,Cooper
Tulsa,1980,11,8,3,0,,,2,4.6,25.9,22.4,John,Cooper
Tulsa,1981,11,6,5,0,,,7.6,12.4,33.2,22.1,John,Cooper
Tulsa,1982,11,10,1,0,,,3.3,12,35.2,24.8,John,Cooper
Tulsa,1983,11,8,3,0,,,4.2,10.7,31.1,21.8,John,Cooper
Tulsa,1984,11,6,5,0,,,-0.4,7.8,29.2,22.5,John,Cooper
Arizona State,1985,12,8,4,0,,,12.5,18.3,30.8,13.9,John,Cooper
Arizona State,1986,12,10,1,1,,4,20.9,22.4,38.1,17,John,Cooper
Arizona State,1987,12,7,4,1,14,20,7.4,12,35.6,25.4,John,Cooper
Ohio State,1988,11,4,6,1,,,-0.3,0.8,28.8,28.4,John,Cooper
Ohio State,1989,12,8,4,0,25,24,5.2,7.3,35.3,30,John,Cooper
Ohio State,1990,12,7,4,1,17,,11.6,10.5,33.3,24.5,John,Cooper
Ohio State,1991,12,8,4,0,23,,7.7,7.6,26.6,19.8,John,Cooper
Ohio State,1992,12,8,3,1,19,18,13.4,18.6,29.8,12.1,John,Cooper
Ohio State,1993,12,10,1,1,17,11,17.2,21,37.2,17.4,John,Cooper
Ohio State,1994,13,9,4,0,20,14,16.5,19.8,34.4,15.9,John,Cooper
Ohio State,1995,13,11,2,0,12,6,28.2,28.4,44.8,18.7,John,Cooper
Ohio State,1996,12,11,1,0,9,2,27.6,31.1,43.9,13.5,John,Cooper
Ohio State,1997,13,10,3,0,9,12,21.5,26,38.7,13.2,John,Cooper
Ohio State,1998,12,11,1,0,1,2,27.4,30.8,43.3,13.1,John,Cooper
Ohio State,1999,12,6,6,0,9,,9.9,15.2,35.7,22.1,John,Cooper
Ohio State,2000,12,8,4,0,16,,13.8,17.5,35.7,19.8,John,Cooper
Ole Miss,1974,11,3,8,0,,,1.1,1.8,20.8,19.5,Ken,Cooper
Ole Miss,1975,11,6,5,0,,,9,14.3,24.5,10.9,Ken,Cooper
Ole Miss,1976,11,5,6,0,,,6.9,7.4,20.7,14.3,Ken,Cooper
Ole Miss,1977,11,5,6,0,,,10.3,11.9,27.6,16.5,Ken,Cooper
Eastern Michigan,1993,11,4,7,0,,,-22.9,-17.2,12.5,29.4,Ron,Cooper
Eastern Michigan,1994,11,5,6,0,,,-13.8,-5.4,27.2,32.5,Ron,Cooper
Louisville,1995,11,7,4,0,,,3.6,2.2,25.5,23.8,Ron,Cooper
Louisville,1996,11,5,6,0,,,-0.4,-1.2,20.2,21.5,Ron,Cooper
Louisville,1997,11,1,10,0,,,-16.7,-21.7,26.8,42.9,Ron,Cooper
Wyoming,1915,8,2,6,0,,,-23.1,,,,John,Corbett
Wyoming,1916,5,1,4,0,,,17.1,,,,John,Corbett
Wyoming,1917,7,3,4,0,,,-53.9,,,,John,Corbett
Wyoming,1919,8,3,5,0,,,-50.7,,,,John,Corbett
Wyoming,1920,10,4,5,1,,,-6.3,,,,John,Corbett
Wyoming,1921,7,1,4,2,,,-9,,,,John,Corbett
Wyoming,1922,9,1,8,0,,,-36.7,,,,John,Corbett
Wyoming,1923,8,0,8,0,,,-28.3,,,,John,Corbett
Kent State,1991,11,1,10,0,,,-19.8,-17.5,17,33.9,Pete,Cordelli
Kent State,1992,11,2,9,0,,,-25.1,-22.8,12.6,34.2,Pete,Cordelli
Kent State,1993,11,0,11,0,,,-32.3,-27.4,14.9,39.1,Pete,Cordelli
New Mexico State,1948,10,3,7,0,,,-51.4,,,,Vaughn,Corley
New Mexico State,1949,10,4,6,0,,,-39.9,,,,Vaughn,Corley
New Mexico State,1950,9,2,7,0,,,-32.1,,,,Vaughn,Corley
Kent State,1994,11,2,9,0,,,-26.1,-19.3,14.2,33,Jim,Corrigall
Kent State,1995,11,1,9,1,,,-29.4,-30.4,15,41.6,Jim,Corrigall
Kent State,1996,11,2,9,0,,,-30.3,-26.6,31.5,52,Jim,Corrigall
Kent State,1997,11,3,8,0,,,-15.2,-13.3,40.6,48.5,Jim,Corrigall
Louisville,1969,10,5,4,1,,,-16,,,,Lee,Corso
Louisville,1970,12,8,3,1,,,-3.2,5.6,24.2,19.2,Lee,Corso
Louisville,1971,10,6,3,1,,,0.3,2.6,17.9,15.6,Lee,Corso
Louisville,1972,10,9,1,0,,18,9,16.8,31.9,16,Lee,Corso
Indiana,1973,11,2,9,0,,,1.8,-3.4,21.6,25,Lee,Corso
Indiana,1974,11,1,10,0,,,-2.6,-7.4,22,29,Lee,Corso
Indiana,1975,11,2,8,1,,,-6.4,-14.3,12.6,25.7,Lee,Corso
Indiana,1976,11,5,6,0,,,-1.8,-7.4,17.2,24.3,Lee,Corso
Indiana,1977,11,5,5,1,,,4.2,-0.3,23.7,24,Lee,Corso
Indiana,1978,11,4,7,0,,,2,-3.4,27.4,30.7,Lee,Corso
Indiana,1979,12,8,4,0,,19,10.7,9.2,32.6,25,Lee,Corso
Indiana,1980,11,6,5,0,,,3.5,-3.7,25.5,29,Lee,Corso
Indiana,1981,11,3,8,0,,,-8.4,-15.6,16.6,31.4,Lee,Corso
Indiana,1982,11,5,6,0,,,2.6,-1.2,24.5,25.8,Lee,Corso
Northern Illinois,1984,11,4,6,1,,,-15.2,-11.3,12.8,23.2,Lee,Corso
West Virginia,1960,10,0,8,2,,,-15.1,,,,Gene,Corum
West Virginia,1961,10,4,6,0,,,-0.1,,,,Gene,Corum
West Virginia,1962,10,8,2,0,,,4.5,,,,Gene,Corum
West Virginia,1963,10,4,6,0,,,-0.5,,,,Gene,Corum
West Virginia,1964,11,7,4,0,,,-3.9,,,,Gene,Corum
West Virginia,1965,10,6,4,0,,,-3.2,,,,Gene,Corum
San Diego State,1969,11,11,0,0,,,19.8,,,,Don,Coryell
San Diego State,1970,11,9,2,0,,,10.2,13.2,32.9,20.5,Don,Coryell
San Diego State,1971,11,6,5,0,,,-0.8,1,26.8,26.1,Don,Coryell
San Diego State,1972,11,10,1,0,,,5.4,13.1,28.7,15.6,Don,Coryell
Boston College,1991,11,4,7,0,,,4.3,6.9,29.9,24.8,Tom,Coughlin
Boston College,1992,12,8,3,1,,21,7.6,10,33,24.8,Tom,Coughlin
Boston College,1993,12,9,3,0,21,13,10.2,15.7,39.6,26.4,Tom,Coughlin
Georgia,1909,7,1,4,2,,,-12.8,,,,James,Coulter
Arizona State,1946,11,2,7,2,,,-33.6,,,,Steve,Coutchie
Ole Miss,1922,10,4,5,1,,,-25,,,,Roland,Cowell
Ole Miss,1923,10,4,6,0,,,-21.3,,,,Roland,Cowell
Tulane,1932,9,6,2,1,,,8.4,,,,Ted,Cox
Tulane,1933,10,6,3,1,,,8,,,,Ted,Cox
Tulane,1934,11,10,1,0,,,14.4,,,,Ted,Cox
Tulane,1935,10,6,4,0,,,4.9,,,,Ted,Cox
Oklahoma State,1936,10,1,9,0,,,-15.2,,,,Ted,Cox
Oklahoma State,1937,10,4,6,0,,,-12.6,,,,Ted,Cox
Oklahoma State,1938,10,2,8,0,,,-20,,,,Ted,Cox
Yale,1965,9,3,6,0,,,-14.6,,,,Carmen,Cozza
Yale,1966,9,4,5,0,,,-14.4,,,,Carmen,Cozza
Yale,1967,9,8,1,0,,,0,,,,Carmen,Cozza
Yale,1968,9,8,0,1,,,-4.4,,,,Carmen,Cozza
Yale,1969,9,7,2,0,,,-12,,,,Carmen,Cozza
Yale,1970,9,7,2,0,,,-2.3,17.4,30.7,14.3,Carmen,Cozza
Yale,1971,9,4,5,0,,,-23.5,-3.7,19.1,23,Carmen,Cozza
Yale,1972,9,7,2,0,,,4.6,14.1,37.2,25,Carmen,Cozza
Yale,1973,9,6,3,0,,,-4.5,13.2,29.8,17.4,Carmen,Cozza
Yale,1974,9,8,1,0,,,-6.4,13.3,26.5,13.2,Carmen,Cozza
Yale,1975,9,7,2,0,,,-7.8,7.7,23.5,16.9,Carmen,Cozza
Yale,1976,9,8,1,0,,,5.2,15.4,25.5,10.9,Carmen,Cozza
Yale,1977,9,7,2,0,,,3.8,11.1,26.3,16,Carmen,Cozza
Yale,1978,9,5,2,2,,,-3.5,9,24.7,16.7,Carmen,Cozza
Yale,1979,9,8,1,0,,,-12.6,5.3,20.8,16.7,Carmen,Cozza
Yale,1980,10,8,2,0,,,-6.5,4.6,21.9,18.1,Carmen,Cozza
Yale,1981,10,9,1,0,,,-3.3,12.8,32,19.9,Carmen,Cozza
San Diego State,2002,13,4,9,0,,,-7.8,-6.7,30.9,36.3,Tom,Craft
San Diego State,2003,12,6,6,0,,,-1.7,-2.5,19.3,21.8,Tom,Craft
San Diego State,2004,11,4,7,0,,,-2.6,-4,25.9,30,Tom,Craft
San Diego State,2005,12,5,7,0,,,-0.6,-2.4,26.7,29.1,Tom,Craft
Arkansas,1919,7,3,4,0,,,-12.3,,,,J.B.,Craig
UMass,1905,10,3,7,0,,,-21,,,,Walter,Craig
Denver,1929,7,5,1,1,,,-22.6,,,,Jeff,Cravath
Denver,1930,9,5,4,0,,,-5.4,,,,Jeff,Cravath
Denver,1931,10,4,6,0,,,-18.4,,,,Jeff,Cravath
San Francisco,1941,10,6,4,0,,,-7,,,,Jeff,Cravath
USC,1942,11,5,5,1,,,6.4,,,,Jeff,Cravath
USC,1943,10,8,2,0,,,18.4,,,,Jeff,Cravath
USC,1944,10,8,0,2,,7,20.9,,,,Jeff,Cravath
USC,1945,11,7,4,0,,11,5.8,,,,Jeff,Cravath
USC,1946,10,6,4,0,,,12.8,,,,Jeff,Cravath
USC,1947,10,7,2,1,,8,22.5,,,,Jeff,Cravath
USC,1948,10,6,3,1,,,13.4,,,,Jeff,Cravath
USC,1949,9,5,3,1,,,21.1,,,,Jeff,Cravath
USC,1950,9,2,5,2,12,,-2.6,,,,Jeff,Cravath
Virginia,1910,8,6,2,0,,,-6.1,,,,Charles,Crawford
Wisconsin,1892,7,4,3,0,,,,,,,Frank,Crawford
Tennessee,1904,9,3,5,1,,,-10.3,,,,S.D.,Crawford
Eastern Michigan,2014,12,2,10,0,,,-27.1,-25.9,17.8,42.7,Chris,Creighton
Eastern Michigan,2015,12,1,11,0,,,-22.5,-19.7,25.6,45.5,Chris,Creighton
Eastern Michigan,2016,13,7,6,0,,,-8.7,-8.2,28.3,36.6,Chris,Creighton
Eastern Michigan,2017,12,5,7,0,,,-4.2,-5.3,22,26.4,Chris,Creighton
Eastern Michigan,2018,13,7,6,0,,,-3.4,-2,25.5,26.1,Chris,Creighton
Eastern Michigan,2019,13,6,7,0,,,-9.3,-8.6,29.3,37.8,Chris,Creighton
Eastern Michigan,2020,0,0,0,0,,,,,,,Chris,Creighton
Indiana,1952,9,2,7,0,,,2.1,,,,Bernie,Crimmins
Indiana,1953,9,2,7,0,,,0,,,,Bernie,Crimmins
Indiana,1954,9,3,6,0,,,10.1,,,,Bernie,Crimmins
Indiana,1955,9,3,6,0,,,2.5,,,,Bernie,Crimmins
Indiana,1956,9,3,6,0,,,-5.3,,,,Bernie,Crimmins
Iowa State,1983,11,4,7,0,,,-7.6,-7,32.3,37.5,Jim,Criner
Iowa State,1984,11,2,7,2,,,-9.9,-11.8,17,28,Jim,Criner
Iowa State,1985,11,5,6,0,,,-11.5,-12.5,20.6,31.9,Jim,Criner
Iowa State,1986,9,5,4,0,,,-3.8,-3.4,24.5,27.8,Jim,Criner
Minnesota,1930,8,3,4,1,,,4.3,,,,Fritz,Crisler
Minnesota,1931,10,7,3,0,,,15.9,,,,Fritz,Crisler
Princeton,1932,7,2,2,3,,,7.1,,,,Fritz,Crisler
Princeton,1933,9,9,0,0,,,10.3,,,,Fritz,Crisler
Princeton,1934,8,7,1,0,,,12.4,,,,Fritz,Crisler
Princeton,1935,9,9,0,0,,,23.9,,,,Fritz,Crisler
Princeton,1936,8,4,2,2,,,6,,,,Fritz,Crisler
Princeton,1937,8,4,4,0,,,2,,,,Fritz,Crisler
Michigan,1938,8,6,1,1,,16,17.1,,,,Fritz,Crisler
Michigan,1939,8,6,2,0,,20,9.3,,,,Fritz,Crisler
Michigan,1940,8,7,1,0,,3,32.8,,,,Fritz,Crisler
Michigan,1941,8,6,1,1,,5,23,,,,Fritz,Crisler
Michigan,1942,10,7,3,0,,9,19.6,,,,Fritz,Crisler
Michigan,1943,9,8,1,0,,3,33.3,,,,Fritz,Crisler
Michigan,1944,10,8,2,0,,8,26.2,,,,Fritz,Crisler
Michigan,1945,10,7,3,0,,6,31.9,,,,Fritz,Crisler
Michigan,1946,9,6,2,1,,6,33.2,,,,Fritz,Crisler
Michigan,1947,10,10,0,0,,2,37,,,,Fritz,Crisler
Florida International,2007,12,1,11,0,,,-20.4,-32.9,9.6,40.9,Mario,Cristobal
Florida International,2008,12,5,7,0,,,-11.1,-17.3,15,31.2,Mario,Cristobal
Florida International,2009,12,3,9,0,,,-14,-30.3,12.6,42.6,Mario,Cristobal
Florida International,2010,13,7,6,0,,,-6.3,-12.3,20.8,33.5,Mario,Cristobal
Florida International,2011,13,8,5,0,,,-5.8,-8.5,17.5,26.9,Mario,Cristobal
Florida International,2012,12,3,9,0,,,-11.4,-12.7,23.5,34.6,Mario,Cristobal
Oregon,2018,13,9,4,0,24,,5.2,7.3,34.7,25.8,Mario,Cristobal
Oregon,2019,14,12,2,0,11,5,21,19,35.6,15.5,Mario,Cristobal
Oregon,2020,0,0,0,0,9,,,,,,Mario,Cristobal
TCU,1904,6,1,4,1,,,-24.7,,,,C.E.,Cronk
Mississippi State,2004,11,3,8,0,,,-5.8,-5.7,23.8,29.5,Sylvester,Croom
Mississippi State,2005,11,3,8,0,,,-10.4,-7,16.7,23.7,Sylvester,Croom
Mississippi State,2006,12,3,9,0,,,-4.4,-6.7,16.5,21.7,Sylvester,Croom
Mississippi State,2007,13,8,5,0,,,4.7,2,20.2,17.8,Sylvester,Croom
Mississippi State,2008,12,4,8,0,,,-8,-8.8,16.5,22.5,Sylvester,Croom
Colorado,1903,10,8,2,0,,,0.5,,,,David,Cropp
Colorado,1904,9,6,2,1,,,4.7,,,,David,Cropp
Louisiana Monroe,1976,11,2,9,0,,,-19.7,-17.2,23.2,37.7,John David,Crow
Louisiana Monroe,1977,11,2,9,0,,,-27.1,-33.3,7.3,37.7,John David,Crow
Louisiana Monroe,1978,11,6,4,1,,,-6.2,2.2,19.3,17.7,John David,Crow
Louisiana Monroe,1979,11,3,8,0,,,-10.7,-13.3,14.9,27.3,John David,Crow
Louisiana Monroe,1980,11,7,4,0,,,-6.3,-2.4,25.6,28.1,John David,Crow
Colorado,1963,10,2,8,0,,,-7.3,,,,Eddie,Crowder
Colorado,1964,10,2,8,0,,,1.3,,,,Eddie,Crowder
Colorado,1965,10,6,2,2,,,6.8,,,,Eddie,Crowder
